year,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,country,latitude,longitude,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,total_damages
1952,Geophysical,Earthquake,Ground movement,NA,China,30.648,91.601,1952,8,17,1952,8,17,54,NA
1952,Geophysical,Earthquake,Ground movement,NA,China,22.9,99.7,1952,12,8,1952,12,8,NA,NA
1952,Geophysical,Earthquake,Ground movement,NA,Costa Rica,10.3,-83.5,1952,12,30,1952,12,30,29,NA
1955,Geophysical,Earthquake,Ground movement,NA,Costa Rica,10,-84.5,1955,9,1,1955,9,1,10,NA
1958,Geophysical,Earthquake,Tsunami,NA,Colombia,1.5,-79.5,1958,1,19,1958,1,19,111,NA
1967,Geophysical,Earthquake,Ground movement,NA,China,30.2,104.1,1967,1,24,1967,1,24,NA,NA
1967,Geophysical,Earthquake,Ground movement,NA,Colombia,6.747,-73.032,1967,7,29,1967,7,29,20,NA
1967,Geophysical,Earthquake,Ground movement,NA,Algeria,35.5,-0.1,1967,7,13,1967,7,13,10,NA
1969,Geophysical,Earthquake,Ground movement,NA,Egypt,27.575,33.895,1969,3,31,1969,3,31,2,NA
1972,Geophysical,Earthquake,Ground movement,NA,Afghanistan,36.278,69.681,1972,6,24,1972,6,24,11,NA
1973,Geophysical,Earthquake,Ground movement,NA,China,31.398,100.581,1973,2,6,1973,2,6,NA,NA
1974,Geophysical,Earthquake,NA,NA,Colombia,7.747,-77.688,1974,7,12,1974,7,12,11,NA
1979,Geophysical,Earthquake,Ground movement,NA,China,41.145,108.129,1979,8,25,1979,8,25,NA,NA
2016,Geophysical,Earthquake,Ground movement,NA,Solomon Islands,-10.676,161.33,2016,12,8,2016,12,8,NA,NA
2016,Hydrological,Flood,NA,NA,Ukraine,47.256,31.348,2016,10,12,2016,10,16,3,NA
2016,Hydrological,Flood,Riverine flood,NA,Romania,45.151,27.562,2016,10,9,2016,10,16,1,NA
2016,Hydrological,Flood,NA,NA,Thailand,14.867,100.395,2016,10,6,2016,10,16,4,120000
2016,Hydrological,Flood,NA,NA,Thailand,14.445,100.753,2016,12,1,2016,12,10,14,25000
2016,Geophysical,Earthquake,Ground movement,NA,United States of America (the),35.991,-96.803,2016,11,7,2016,11,7,NA,20000
2016,Hydrological,Flood,Riverine flood,NA,Viet Nam,16.004,107.68,2016,10,9,2016,10,16,35,104280
2017,Hydrological,Flood,Riverine flood,NA,Taiwan (Province of China),24.302,121.216,2017,5,31,2017,6,5,5,28100
2017,Hydrological,Flood,NA,NA,Thailand,14.594,100.679,2017,10,10,2017,11,8,9,1400
2017,Hydrological,Flood,NA,NA,Saudi Arabia,22.707,39.365,2017,11,21,2017,11,22,4,NA
2017,Hydrological,Flood,Riverine flood,NA,Thailand,7.305,100.061,2017,1,1,2017,1,31,96,1000000
2017,Hydrological,Flood,Riverine flood,NA,Uruguay,-31.888,-57.432,2017,5,29,2017,6,14,NA,NA
2017,Hydrological,Flood,Flash flood,NA,United States of America (the),34.349,-111.264,2017,7,15,2017,7,15,10,NA
2017,Hydrological,Flood,NA,NA,Viet Nam,11.664,108.399,2017,11,19,2017,11,24,8,NA
2017,Hydrological,Flood,NA,NA,South Africa,-28.362,29.715,2017,5,14,2017,5,19,3,NA
2018,Hydrological,Flood,NA,NA,Congo (the Democratic Republic of the),-4.355,15.116,2018,1,3,2018,1,7,51,NA
2018,Hydrological,Flood,NA,NA,Romania,45.946,24.989,2018,3,14,2018,3,16,NA,NA
2018,Hydrological,Flood,NA,NA,Rwanda,-1.784,30.012,2018,4,23,2018,4,24,24,11000
2018,Hydrological,Flood,NA,NA,Russian Federation (the),52.883,84.596,2018,3,25,2018,4,16,2,NA
2018,Hydrological,Flood,Flash flood,NA,Sudan (the),13.487,31.942,2018,8,1,2018,9,4,23,NA
2018,Hydrological,Flood,NA,NA,Sudan (the),10.763,27.364,2018,6,18,2018,6,27,NA,NA
2018,Geophysical,Earthquake,Ground movement,NA,El Salvador,13.095,-88.099,2018,5,6,2018,5,6,NA,NA
2018,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),24.136,121.658,2018,2,6,2018,2,6,84,100000
2018,Hydrological,Flood,NA,NA,"Tanzania, United Republic of",-11.158,34.02,2018,4,14,2018,4,18,15,NA
2018,Hydrological,Flood,Flash flood,NA,Venezuela (Bolivarian Republic of),10.426,-66.55,2018,9,25,2018,9,28,2,NA
2019,Hydrological,Flood,NA,NA,Romania,45.624,26.653,2019,5,31,2019,6,7,4,NA
2019,Geophysical,Earthquake,Ground movement,NA,El Salvador,13.243,-89.272,2019,5,30,2019,5,30,1,NA
2019,Hydrological,Flood,Flash flood,NA,Tajikistan,37.42,69.354,2019,6,1,2019,6,7,4,NA
2019,Hydrological,Flood,NA,NA,Brazil,-39.27,-12.906,2019,11,25,2019,11,27,NA,NA
2019,Hydrological,Flood,NA,NA,Spain,38.05,-1.091,2019,9,11,2019,9,16,7,2500000
2019,Hydrological,Flood,NA,NA,Russian Federation (the),58.911,102.485,2019,6,28,2019,7,3,31,460000
2019,Hydrological,Flood,NA,NA,Saudi Arabia,26.674,41.295,2019,1,27,2019,1,30,12,NA
2019,Hydrological,Flood,NA,NA,Saudi Arabia,18.54,45.254,2019,5,22,2019,5,27,1,NA
2019,Hydrological,Flood,Flash flood,NA,Turkey,40.706,41.047,2019,6,18,2019,6,20,10,NA
2019,Geophysical,Earthquake,Ground movement,NA,United States of America (the),35.77,-117.599,2019,7,5,2019,7,5,NA,200000
2019,Hydrological,Flood,Flash flood,NA,Zimbabwe,-19.041,30.804,2019,2,11,2019,2,18,26,NA
2019,Geophysical,Earthquake,Ground movement,NA,Albania,41.381,19.454,2019,9,21,2019,9,21,NA,45000
2019,Geophysical,Earthquake,Ground movement,NA,Albania,41.511,19.522,2019,11,26,2019,11,26,51,700000
2019,Geophysical,Earthquake,Ground movement,NA,China,29.573,105.064,2019,9,8,2019,9,8,1,NA
2019,Geophysical,Earthquake,Ground movement,NA,China,29.573,105.064,2019,9,8,2019,9,8,1,NA
2019,Hydrological,Flood,NA,NA,Congo (the),-1.12,18.16,2019,12,NA,2020,3,NA,NA,NA
2019,Geophysical,Earthquake,Ground movement,NA,Ecuador,-2.199,-77.023,2019,2,22,2019,2,22,NA,NA
2020,Hydrological,Flood,NA,NA,Brazil,-19.398,-45.901,2020,1,17,2020,1,27,61,300000
2020,Hydrological,Flood,Flash flood,NA,Egypt,290.213,307.541,2020,3,11,2020,3,15,40,76000
2020,Hydrological,Flood,Flash flood,NA,Angola,-913.908,142.007,2020,4,18,2020,4,24,30,NA
2020,Hydrological,Flood,NA,NA,Burkina Faso,133.432,-111.554,2020,4,19,2020,4,26,NA,NA
2020,Geophysical,Earthquake,Ground movement,NA,China,27.296,103.281,2020,5,18,2020,5,18,4,17000
2020,Hydrological,Flood,NA,NA,Djibouti,116.851,426.804,2020,4,20,2020,4,26,8,NA
2021,Geophysical,Earthquake,Ground movement,NA,Argentina,-31.818,-68.847,2021,1,18,2021,1,18,NA,NA
2021,Geophysical,Earthquake,Ground movement,NA,Bhutan,26.781,92.457,2021,4,28,2021,4,28,NA,NA
2021,Geophysical,Earthquake,Ground movement,NA,China,41.816,81.164,2021,3,24,2021,3,24,3,NA
2021,Geophysical,Earthquake,Ground movement,NA,China,25.761,100.011,2021,5,21,2021,5,21,3,49000
2021,Geophysical,Earthquake,Ground movement,NA,China,29.182,105.391,2021,9,16,2021,9,16,3,NA
1909,Geophysical,Earthquake,Ground movement,NA,Pakistan,30,68,1909,10,21,1909,10,21,231,NA
1910,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),25.5,122.5,1910,4,12,1910,4,12,60,NA
1911,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),32.23,57.03,1911,4,18,1911,4,18,700,NA
1911,Geophysical,Earthquake,Ground movement,NA,Japan,28,130,1911,6,15,1911,6,15,12,NA
1911,Geophysical,Earthquake,Ground movement,NA,Kazakhstan,43.5,77.5,1911,1,4,1911,1,4,450,NA
1911,Geophysical,Earthquake,Ground movement,NA,Mexico,17.5,-102.5,1911,6,7,1911,6,7,45,NA
1911,Geophysical,Earthquake,Ground movement,NA,Tajikistan,38.2,72.8,1911,2,18,1911,2,18,90,NA
1913,Geophysical,Earthquake,Ground movement,NA,Indonesia,5.354,126.121,1913,3,14,1913,3,14,138,NA
1914,Geophysical,Earthquake,Ground movement,NA,Greece,38.8,20.6,1930,11,27,1930,11,27,14,NA
1914,Geophysical,Earthquake,Ground movement,NA,Italy,37.7,15.2,1914,5,8,1914,5,8,120,NA
1914,Geophysical,Earthquake,Ground movement,NA,Peru,-15.2,-73.2,1914,12,2,1914,12,2,34,NA
1914,Geophysical,Earthquake,Ground movement,NA,Turkey,37.82,30.27,1914,10,4,1914,10,4,4000,NA
1916,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.7,120.9,1916,8,28,1916,8,28,180,NA
1916,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),24,121,1916,11,15,1916,11,15,1,NA
1917,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.9,120.9,1917,1,5,1917,1,5,54,NA
1920,Geophysical,Earthquake,Ground movement,NA,Mexico,19.26,-96.97,1920,1,3,1920,1,3,648,NA
1922,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),24.5,122,1922,9,2,1922,9,2,5,NA
1922,Geophysical,Earthquake,Ground movement,NA,Japan,32.7,130.3,1922,12,8,1922,12,8,27,NA
1923,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),36.617,57.046,1923,9,17,1923,9,17,157,NA
1923,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),29.196,56.833,1923,9,23,1923,9,23,290,NA
1924,Geophysical,Earthquake,Ground movement,NA,Indonesia,-7.3,109.8,1924,11,12,1924,11,12,60,NA
1924,Geophysical,Earthquake,Ground movement,NA,Turkey,39.7,42.8,1924,5,13,1924,5,13,50,NA
1924,Geophysical,Earthquake,Ground movement,NA,Turkey,39.897,41.891,1924,9,13,1924,9,13,60,NA
1925,Geophysical,Earthquake,Ground movement,NA,Philippines (the),9.782,123.064,1925,8,7,1925,8,7,17,NA
1925,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34.6,58.1,1925,12,14,1925,12,14,500,NA
1925,Geophysical,Earthquake,Ground movement,NA,Japan,35.423,135.007,1925,5,23,1925,5,23,395,NA
1925,Geophysical,Earthquake,Ground movement,NA,Turkey,41.2,42.8,1925,1,9,1925,1,9,200,NA
1925,Geophysical,Earthquake,Ground movement,NA,Turkey,38,30.5,1925,8,7,1925,8,7,3,NA
1930,Geophysical,Earthquake,Ground movement,NA,Italy,43.667,13.267,1930,10,30,1930,10,30,18,NA
1930,Geophysical,Earthquake,Ground movement,NA,Myanmar,17.4,95.5,1930,7,18,1930,7,18,50,NA
1930,Geophysical,Earthquake,Ground movement,NA,Nicaragua,12.1,-86.2,1930,3,31,1930,3,31,1000,15000
1930,Geophysical,Earthquake,Ground movement,NA,Tajikistan,38.4,68.5,1930,9,22,1930,9,22,175,NA
1930,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.261,120.277,1930,12,8,1930,12,8,4,NA
1930,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.2,120.6,1930,12,22,1930,12,22,NA,NA
1932,Geophysical,Earthquake,Ground movement,NA,Greece,40.5,23.9,1932,9,26,1932,9,26,151,NA
1932,Geophysical,Earthquake,Ground movement,NA,Indonesia,-3.57,128.35,1932,9,9,1932,9,9,NA,NA
1932,Geophysical,Earthquake,Ground movement,NA,Mexico,19.5,-104.25,1932,6,3,1932,6,3,400,NA
1932,Geophysical,Earthquake,Ground movement,NA,Mexico,19,-104.5,1932,6,22,1932,6,22,NA,NA
1932,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),36.6,53.4,1932,5,20,1932,5,20,1070,NA
1933,Geophysical,Earthquake,Ground movement,NA,Italy,42,14.2,1933,9,26,1933,9,26,10,NA
1934,Geophysical,Earthquake,Ground movement,NA,Turkey,37.919,40.211,1934,11,27,1934,11,27,100,NA
1934,Geophysical,Earthquake,Ground movement,NA,Turkey,37.919,40.211,1934,12,15,1934,12,15,20,NA
1935,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),36.3,53.3,1935,3,5,1935,3,5,60,NA
1935,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),36.3,53.5,1935,4,12,1935,4,12,690,NA
1935,Geophysical,Earthquake,Ground movement,NA,Turkey,39.3,40.6,1935,5,1,1935,5,1,540,NA
1936,Geophysical,Earthquake,Ground movement,NA,Indonesia,4.5,126.5,1936,4,1,1936,4,1,NA,NA
1936,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33,60,1936,6,30,1936,6,30,12,NA
1936,Geophysical,Earthquake,Ground movement,NA,El Salvador,13.2,-88.7,1936,12,19,1936,12,19,400,NA
1936,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),22.3,120.8,1936,8,22,1936,8,22,10,NA
1937,Geophysical,Earthquake,Ground movement,NA,Philippines (the),14.575,121.68,1937,8,20,1937,8,20,1,NA
1937,Geophysical,Earthquake,Ground movement,NA,Mexico,18.8,-97.5,1937,7,25,1937,7,25,34,NA
1939,Geophysical,Earthquake,Ground movement,NA,Japan,39.945,139.682,1939,5,1,1939,5,1,27,NA
1939,Geophysical,Earthquake,Ground movement,NA,Peru,-12.5,-72,1939,6,23,1939,6,23,37,NA
1940,Geophysical,Earthquake,Ground movement,NA,Turkey,41.7,43.8,1940,5,8,1940,5,8,16,NA
1941,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33.482,58.785,1941,2,16,1941,2,16,730,NA
1941,Geophysical,Earthquake,Ground movement,NA,Turkey,39.5,43.3,1941,9,11,1941,9,11,430,NA
1941,Geophysical,Earthquake,Ground movement,NA,Turkey,39.7,39.4,1941,11,12,1941,11,12,15,NA
1941,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.304,120.393,1941,12,17,1941,12,17,319,NA
1942,Geophysical,Earthquake,Ground movement,NA,Peru,-14.819,-74.708,1942,8,24,1942,8,24,30,NA
1942,Geophysical,Earthquake,Ground movement,NA,Turkey,39.2,28.2,1942,11,15,1942,11,15,16,NA
1942,Geophysical,Earthquake,Ground movement,NA,Turkey,40.3,34.6,1942,11,21,1942,11,21,17,NA
1943,Geophysical,Earthquake,Ground movement,NA,Turkey,40.8,30.5,1943,1,20,1943,1,20,285,NA
1943,Geophysical,Earthquake,Ground movement,NA,Turkey,40.6,30.5,1943,6,20,1943,6,20,285,NA
1943,Geophysical,Earthquake,Ground movement,NA,Turkey,40,40,1943,12,5,1943,12,5,550,NA
1944,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),36.8,54.5,1944,4,5,1944,4,5,20,NA
1944,Geophysical,Earthquake,Ground movement,NA,Turkey,38.9,29.3,1944,6,25,1944,6,25,21,NA
1945,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),35.2,52.1,1945,5,11,1945,5,11,20,NA
1945,Geophysical,Earthquake,Ground movement,NA,Turkey,37.4,35.8,1945,3,20,1945,3,20,300,NA
1945,Geophysical,Earthquake,Ground movement,NA,Turkey,38.5,43.3,1945,7,29,1945,7,29,300,NA
1946,Geophysical,Earthquake,Ground movement,NA,Turkey,38.2,31.8,1946,2,21,1946,2,21,12,NA
1946,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),26.19,121.086,1946,12,5,1946,12,5,58,NA
1947,Geophysical,Earthquake,Ground movement,NA,Greece,36.728,21.897,1947,10,6,1947,10,6,3,NA
1948,Geophysical,Earthquake,Ground movement,NA,Greece,38.532,20.425,1948,4,22,1948,4,22,2,NA
1950,Geophysical,Earthquake,Ground movement,NA,Indonesia,-6,113,1950,6,19,1950,6,19,16,NA
1950,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),27.3,53.2,1950,1,19,1950,1,19,20,NA
1950,Geophysical,Earthquake,Ground movement,NA,Turkey,40,40,1950,2,4,1950,2,4,20,NA
1951,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,-9.3,147.1,1951,2,18,1951,2,18,3000,NA
1951,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.8,121.7,1951,10,22,1951,10,22,68,NA
1951,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),22.9,121.5,1951,11,25,1951,11,25,17,NA
1952,Geophysical,Earthquake,Ground movement,NA,Japan,41.831,143.525,1952,3,10,1952,3,10,NA,NA
1952,Geophysical,Earthquake,Ground movement,NA,Turkey,39.8,39.5,1952,6,3,1952,6,3,94,NA
1953,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),28.5,52.3,1953,1,16,1953,1,16,11,NA
1953,Geophysical,Earthquake,Ground movement,NA,Turkey,41.4,26.3,1953,6,18,1953,6,18,37,NA
1954,Geophysical,Earthquake,Ground movement,NA,Greece,39.8,22.1,1954,4,20,1954,4,20,25,NA
1955,Geophysical,Earthquake,Ground movement,NA,Greece,39.4,23.1,1955,4,19,1955,4,19,8,NA
1955,Geophysical,Earthquake,Ground movement,NA,Pakistan,30.5,67,1955,2,19,1955,2,19,12,NA
1959,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),22.078,121.105,1959,8,15,1959,8,15,16,NA
1961,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),27.861,54.528,1961,6,11,1961,6,11,60,NA
1961,Geophysical,Earthquake,Ground movement,NA,Japan,36,136.7,1961,8,19,1961,8,19,10,NA
1963,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),24.411,122.094,1963,2,13,1963,2,13,15,NA
1965,Geophysical,Earthquake,Ground movement,NA,Greece,37.7,21.8,2020,4,5,2020,4,5,32,NA
1965,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),37.6,47.1,1965,2,10,1965,2,10,20,NA
1966,Geophysical,Earthquake,Ground movement,NA,India,28.7,78.9,1966,8,15,1966,8,15,15,NA
1966,Geophysical,Earthquake,Ground movement,NA,Turkey,39.1,41.6,1966,3,7,1966,3,7,10,NA
1966,Geophysical,Earthquake,Ground movement,NA,Turkey,38.9,41.3,1966,7,12,1966,7,12,12,NA
1967,Geophysical,Earthquake,Ground movement,NA,Indonesia,5.121,96.286,1967,4,12,1967,4,12,14,NA
1967,Geophysical,Earthquake,Ground movement,NA,Turkey,39.5,40.4,1967,7,26,1967,7,26,97,NA
1968,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34,58.2,1968,9,1,1968,9,1,700,NA
1968,Geophysical,Earthquake,Ground movement,NA,Mexico,16.519,-97.739,1968,8,2,1968,8,2,18,2400
1969,Geophysical,Earthquake,Ground movement,NA,Portugal,36.033,-10.613,1969,2,28,1969,2,28,2,NA
1969,Geophysical,Earthquake,Ground movement,NA,Morocco,36.033,-10.613,1969,2,28,2019,2,28,11,NA
1970,Geophysical,Earthquake,Ground movement,NA,Peru,-9.9,-75.6,1970,2,14,1970,2,14,12,NA
1970,Geophysical,Earthquake,Ground movement,NA,Turkey,39.1,28.7,1970,4,23,1970,4,23,NA,NA
1971,Geophysical,Earthquake,Ground movement,NA,Indonesia,-7.2,109.1,1971,6,16,1971,6,16,1,NA
1972,Geophysical,Earthquake,Ground movement,NA,Italy,43.8,13.3,1972,6,21,1972,6,21,2,300000
1973,Geophysical,Earthquake,Ground movement,NA,Japan,43.233,145.785,1973,6,17,1973,6,17,NA,5000
1974,Geophysical,Earthquake,NA,NA,Peru,-12.299,-76.352,1974,1,5,1974,1,5,10,NA
1976,Geophysical,Earthquake,Ground movement,NA,Italy,46.302,13.197,1976,9,15,1976,9,15,11,NA
1977,Geophysical,Earthquake,Ground movement,NA,Solomon Islands,-9.965,160.731,1977,4,21,1977,4,21,18,NA
1979,Geophysical,Earthquake,Ground movement,NA,Turkey,39.672,28.66,1979,7,18,1979,7,18,NA,NA
1982,Geophysical,Earthquake,Ground movement,NA,Mexico,17.25,-93.21,1982,3,27,1982,3,27,10,NA
2019,Hydrological,Flood,Flash flood,NA,Indonesia,-6.533,107.508,2019,12,31,2020,1,3,66,1200000
2019,Hydrological,Flood,NA,NA,Japan,32.951,130.545,2019,8,27,2019,8,29,1,100000
2019,Hydrological,Flood,NA,NA,Japan,36.739,140.269,2019,10,25,2019,10,26,10,NA
2019,Hydrological,Flood,Flash flood,NA,Kenya,0.728,39.414,2019,10,10,2019,12,13,90,NA
2019,Hydrological,Flood,NA,NA,Peru,-5.921,-76.979,2019,12,15,2020,1,10,NA,NA
2019,Hydrological,Flood,NA,NA,Mozambique,-16.223,36.866,2019,12,27,2020,1,23,28,NA
2019,Geophysical,Earthquake,Ground movement,NA,Indonesia,-3.45,128.347,2019,9,26,2019,9,26,31,NA
2019,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),37.808,47.558,2019,11,8,2019,11,8,6,90000
2019,Hydrological,Flood,NA,NA,Sri Lanka,7.922,80.835,2019,12,18,2019,12,23,3,NA
2019,Hydrological,Flood,NA,NA,Mexico,-107.661,28.484,2019,11,27,2019,12,4,3,NA
2019,Hydrological,Flood,NA,NA,Malaysia,102.584,4.415,2019,11,30,2019,12,6,2,NA
2019,Geophysical,Earthquake,Ground movement,NA,Pakistan,33.106,73.766,2019,9,24,2019,9,24,39,17000
2019,Geophysical,Earthquake,Ground movement,NA,Philippines (the),6.714,125.009,2019,10,16,2019,10,16,7,NA
2019,Geophysical,Earthquake,Ground movement,NA,Philippines (the),6.754,124.985,2019,10,29,2019,10,29,10,NA
2019,Geophysical,Earthquake,Ground movement,NA,Philippines (the),6.905,125.187,2019,10,31,2019,10,31,23,NA
2019,Geophysical,Earthquake,Ground movement,NA,Philippines (the),6.708,125.188,2019,12,15,2019,12,15,14,NA
2019,Hydrological,Flood,Flash flood,NA,Sudan (the),14.826,33.921,2019,7,NA,2019,9,6,78,NA
2019,Hydrological,Flood,NA,NA,Senegal,15.52,-15.516,2019,9,10,2019,9,20,6,NA
2019,Geophysical,Earthquake,Ground movement,NA,Turkey,40.89,28.173,2019,9,26,2019,9,26,1,NA
2020,Hydrological,Flood,NA,NA,Japan,326.655,131.039,2020,6,29,2020,7,10,82,5800000
2020,Hydrological,Flood,NA,NA,Kenya,116.343,365.935,2020,4,18,2020,6,1,285,10000
2020,Hydrological,Flood,NA,NA,Madagascar,-18.95,47.184,2020,1,1,2020,1,24,40,NA
2020,Hydrological,Flood,Flash flood,NA,Peru,-701.073,-768.801,2020,3,28,2020,4,2,NA,NA
2020,Geophysical,Earthquake,Ground movement,NA,Puerto Rico,17.937,-66.727,2020,5,2,2020,5,2,NA,150000
2020,Hydrological,Flood,NA,NA,"Tanzania, United Republic of",-451.236,342.182,2020,4,22,2020,4,26,2,NA
2020,Hydrological,Flood,Riverine flood,NA,Uganda,0.013,310.263,2020,5,21,2020,5,25,11,NA
2020,Geophysical,Earthquake,Ground movement,NA,Puerto Rico,17.935,-66.883,2020,1,7,2020,1,7,4,800000
2020,Meteorological,Storm,Tropical cyclone,NA,Madagascar,-144.876,487.673,2020,3,13,2020,3,17,4,NA
2020,Hydrological,Flood,NA,NA,Rwanda,-199.445,298.633,2020,3,2,2020,3,10,3,NA
2020,Geophysical,Earthquake,Ground movement,NA,Greece,37.913,26.779,2020,10,30,2020,10,30,2,NA
2020,Geophysical,Earthquake,Ground movement,NA,Croatia,45.897,15.966,2020,3,22,2020,3,22,1,6800000
2020,Geophysical,Earthquake,Ground movement,NA,Croatia,45.422,16.255,2020,12,29,2020,12,29,8,469444
2020,Geophysical,Earthquake,Ground movement,NA,Indonesia,2.911,128.248,2020,6,4,2020,6,4,NA,NA
2020,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),38.543,44.447,2020,2,23,2020,2,23,NA,NA
2020,Hydrological,Flood,NA,NA,Iran (Islamic Republic of),330.386,541.614,2020,4,10,2020,4,16,8,NA
2020,Geophysical,Earthquake,Ground movement,NA,Mexico,15.916,-95.953,2020,6,23,2020,6,23,10,75000
2020,Hydrological,Flood,NA,NA,Mongolia,463.877,106.222,2020,6,21,2020,6,25,2,NA
2020,Hydrological,Flood,NA,NA,Mozambique,-180.132,352.821,2020,2,11,2020,2,17,2,NA
2020,Hydrological,Flood,NA,NA,Malaysia,24.561,103.055,2020,6,20,2020,6,25,NA,NA
2020,Hydrological,Flood,NA,NA,Oman,183.982,545.326,2020,5,27,2020,5,31,3,NA
2020,Geophysical,Earthquake,Ground movement,NA,Philippines (the),12.021,124.123,2020,8,18,2020,8,18,1,2500
2020,Hydrological,Flood,NA,NA,Poland,511.537,224.898,2020,6,29,2020,7,5,NA,NA
2020,Hydrological,Flood,NA,NA,Somalia,614.157,470.848,2020,4,20,2020,4,28,26,NA
2020,Hydrological,Flood,NA,NA,Chad,962.794,180.854,2020,4,20,2020,4,21,NA,NA
2020,Geophysical,Earthquake,Ground movement,NA,Turkey,38.39,44.367,2020,1,24,2020,1,24,41,88000
2020,Geophysical,Earthquake,Ground movement,NA,Turkey,38.543,44.447,2020,2,23,2020,2,23,9,NA
2020,Geophysical,Earthquake,Ground movement,NA,Turkey,39.421,40.697,2020,6,14,2020,6,14,1,NA
2020,Geophysical,Earthquake,Ground movement,NA,Turkey,38.558,44.023,2020,6,25,2020,6,25,NA,NA
2020,Geophysical,Earthquake,Ground movement,NA,Turkey,37.913,26.779,2020,10,30,2020,10,30,115,450000
2021,Geophysical,Earthquake,Ground movement,NA,Indonesia,-2.976,118.901,2021,1,15,2021,1,15,110,58700
2021,Geophysical,Earthquake,Ground movement,NA,Indonesia,-3.593,129.503,2021,6,16,2021,6,16,NA,NA
2021,Geophysical,Earthquake,Ground movement,NA,Greece,39.789,22.119,2021,3,3,2021,3,3,NA,10000
2021,Geophysical,Earthquake,Ground movement,NA,Haiti,18.408,-73.475,2021,8,14,2021,8,14,2577,NA
2021,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.562,112.519,2021,4,11,2021,4,11,9,NA
2021,Geophysical,Earthquake,Ground movement,NA,India,26.781,92.457,2021,4,28,2021,4,28,2,NA
